Episode,Reward,Timesteps
1481,18.1,122132
1482,15.8,122159
1483,18.6,122173
1484,18.8,122185
1485,19.1,122194
1486,19.7,122197
1487,18.5,122207
1488,19.6,122211
1489,18.8,122218
1490,18.7,122226
1491,18.1,122240
1492,16.6,122264
1493,19.2,122272
1494,18.8,122284
1495,18.9,122295
1496,19.6,122299
1497,18.5,122309
1498,19.6,122313
1499,19.2,122321
1500,19.5,122326
1501,17.9,122337
1502,18.0,122357
1503,18.8,122369
1504,19.0,122379
1505,17.7,122392
1506,19.7,122395
1507,17.9,122406
1508,19.6,122410
1509,19.4,122416
1510,19.3,122423
1511,18.5,122433
1512,17.0,122458
1513,19.4,122464
1514,19.0,122474
1515,19.1,122483
1516,19.7,122486
1517,18.5,122496
1518,19.6,122500
1519,-168.5,123500
1520,19.4,123506
1521,17.3,123523
1522,18.5,123533
1523,17.2,123556
1524,17.4,123577
1525,19.0,123587
1526,19.1,123596
1527,19.7,123599
1528,18.9,123610
1529,19.6,123614
1530,19.0,123624
1531,19.5,123629
1532,19.1,123638
1533,17.8,123655
1534,18.8,123667
1535,18.8,123679
1536,19.3,123686
1537,19.7,123689
1538,18.9,123700
1539,19.6,123704
1540,19.2,123712
1541,18.9,123723
1542,18.5,123733
1543,18.0,123753
1544,18.6,123767
1545,19.0,123777
1546,16.9,123803
1547,19.0,123808
1548,19.1,123817
1549,19.6,123821
1550,19.2,123829
1551,19.5,123834
1552,14.1,123853
1553,16.4,123879
1554,19.2,123887
1555,18.6,123901
1556,17.3,123923
1557,19.7,123926
1558,18.3,123938
1559,19.4,123944
1560,19.2,123952
1561,8.5,123997
1562,18.5,124007
1563,16.6,124026
1564,19.2,124034
1565,19.0,124044
1566,19.3,124051
1567,19.7,124054
1568,18.7,124067
1569,19.4,124073
1570,19.2,124081
1571,19.5,124086
1572,19.1,124095
1573,16.6,124124
1574,18.8,124136
1575,18.0,124156
1576,18.5,124171
1577,19.7,124174
1578,18.5,124184
1579,19.6,124188
1580,19.2,124196
1581,19.1,124205
1582,19.1,124214
1583,18.2,124232
1584,19.2,124240
1585,19.0,124250
1586,19.1,124259
1587,19.6,124263
1588,18.5,124273
1589,19.6,124277
1590,18.0,124287
1591,19.5,124292
1592,19.1,124301
1593,16.0,124321
1594,19.2,124329
1595,19.0,124339
1596,19.1,124348
1597,19.7,124351
1598,17.1,124365
1599,18.2,124373
1600,18.6,124382
1601,19.3,124389
1602,19.1,124398
1603,17.5,124423
1604,19.0,124433
1605,17.4,124459
1606,18.7,124472
1607,19.7,124475
1608,19.1,124484
1609,19.6,124488
1610,18.8,124495
1611,19.5,124500
1612,18.3,124512
1613,17.6,124531
1614,19.0,124541
1615,19.0,124551
1616,18.3,124563
1617,19.7,124566
1618,18.1,124580
1619,19.4,124586
1620,19.0,124596
1621,19.1,124605
1622,18.5,124615
1623,17.6,124634
1624,18.8,124646
1625,18.4,124662
1626,18.9,124673
1627,19.6,124677
1628,18.9,124688
1629,18.8,124695
1630,17.0,124715
1631,19.5,124720
1632,19.1,124729
1633,18.0,124749
1634,19.2,124757
1635,18.4,124773
1636,18.5,124783
1637,19.7,124786
1638,19.1,124795
1639,19.4,124801
1640,19.4,124807
1641,19.3,124814
1642,17.9,124825
1643,18.0,124845
1644,19.0,124855
1645,19.0,124865
1646,18.7,124878
1647,19.7,124881
1648,18.9,124892
1649,19.6,124896
1650,18.4,124912
1651,19.1,124921
1652,17.1,124935
1653,17.2,124958
1654,18.6,124972
1655,18.8,124984
1656,18.7,124997
1657,19.7,125000
1658,19.1,125009
1659,19.0,125019
1660,19.4,125025
1661,18.3,125032
1662,18.5,125042
1663,18.2,125060
1664,18.0,125080
1665,18.8,125092
1666,17.9,125103
1667,19.7,125106
1668,18.5,125116
1669,19.6,125120
1670,19.4,125126
1671,19.5,125131
1672,19.1,125140
1673,16.8,125162
1674,19.2,125170
1675,19.0,125180
1676,18.9,125191
1677,19.7,125194
1678,17.7,125212
1679,19.4,125218
1680,19.4,125224
1681,18.4,125235
1682,18.5,125245
1683,17.0,125270
1684,19.2,125278
1685,19.0,125288
1686,19.1,125297
1687,19.7,125300
1688,18.9,125311
1689,19.4,125317
1690,19.4,125323
1691,19.3,125330
1692,18.3,125342
1693,18.0,125362
1694,19.2,125370
1695,19.0,125380
1696,19.1,125389
1697,19.7,125392
1698,18.3,125404
1699,19.6,125408
1700,19.4,125414
1701,19.5,125419
1702,19.1,125428
1703,17.8,125445
1704,19.2,125453
1705,19.0,125463
1706,19.3,125470
1707,19.7,125473
1708,18.1,125492
1709,19.6,125496
1710,19.2,125504
1711,19.5,125509
1712,19.1,125518
1713,15.4,125554
1714,18.8,125566
1715,19.0,125576
1716,19.1,125585
1717,19.7,125588
1718,19.1,125597
1719,19.6,125601
1720,18.0,125611
1721,19.5,125616
1722,17.7,125629
1723,17.8,125651
1724,18.4,125667
1725,19.0,125677
1726,19.1,125686
1727,19.7,125689
1728,18.5,125699
1729,19.6,125703
1730,19.2,125711
1731,19.5,125716
1732,18.5,125726
1733,17.8,125748
1734,19.2,125756
1735,18.6,125770
1736,18.5,125780
1737,19.7,125783
1738,19.1,125792
1739,19.4,125798
1740,19.4,125804
1741,18.7,125812
1742,19.1,125821
1743,17.4,125842
1744,19.0,125852
1745,19.0,125862
1746,18.7,125875
1747,19.7,125878
1748,19.1,125887
1749,19.6,125891
1750,19.4,125897
1751,19.3,125904
1752,19.1,125913
1753,17.2,125936
1754,19.0,125946
1755,19.0,125956
1756,18.5,125966
1757,19.7,125969
1758,19.1,125978
1759,19.4,125984
1760,18.2,126002
1761,17.7,126015
1762,19.1,126024
1763,18.4,126040
1764,18.8,126052
1765,18.8,126064
1766,18.7,126077
1767,19.7,126080
1768,17.3,126097
1769,19.6,126101
1770,18.6,126110
1771,19.5,126115
1772,18.3,126127
1773,17.4,126148
1774,19.0,126158
1775,18.4,126174
1776,19.1,126183
1777,19.7,126186
1778,9.9,126222
1779,19.6,126226
1780,18.8,126238
1781,19.5,126243
1782,19.1,126252
1783,17.4,126278
1784,18.6,126292
1785,17.8,126314
1786,19.3,126321
1787,19.7,126324
1788,18.5,126339
1789,19.6,126343
1790,19.4,126349
1791,18.7,126362
1792,19.1,126371
1793,18.0,126391
1794,19.2,126399
1795,17.6,126423
1796,18.7,126436
1797,19.6,126440
1798,18.5,126450
1799,19.6,126454
1800,19.4,126460
1801,19.5,126465
1802,18.5,126475
1803,17.2,126493
1804,19.2,126501
1805,19.0,126511
1806,18.3,126523
1807,19.7,126526
1808,19.1,126535
1809,19.6,126539
1810,19.2,126547
1811,18.7,126560
1812,19.1,126569
1813,18.4,126585
1814,19.2,126593
1815,19.0,126603
1816,19.1,126612
1817,19.6,126616
1818,18.5,126626
1819,19.6,126630
1820,19.4,126636
1821,18.9,126642
1822,19.1,126651
1823,18.4,126667
1824,18.6,126681
1825,18.8,126693
1826,19.1,126702
1827,19.6,126706
1828,19.1,126715
1829,19.6,126719
1830,19.2,126727
1831,19.5,126732
1832,19.1,126741
1833,16.4,126762
1834,19.0,126772
1835,18.2,126790
1836,18.5,126800
1837,19.6,126804
1838,-387.0,127804
1839,18.1,127818
1840,19.6,127822
1841,19.4,127828
1842,19.5,127833
1843,19.1,127842
1844,17.6,127861
1845,18.8,127873
1846,19.0,127883
1847,19.1,127892
1848,19.7,127895
1849,19.1,127904
1850,19.6,127908
1851,19.2,127916
1852,18.7,127924
1853,17.9,127940
1854,18.0,127960
1855,19.0,127970
1856,19.0,127980
1857,19.3,127987
1858,19.0,127992
1859,18.9,128003
1860,19.6,128007
1861,19.4,128013
1862,19.5,128018
1863,19.1,128027
1864,17.2,128050
1865,18.6,128064
1866,18.4,128080
1867,18.9,128091
1868,19.7,128094
1869,18.9,128105
1870,19.6,128109
1871,19.4,128115
1872,18.1,128124
1873,17.7,128137
1874,17.0,128162
1875,19.2,128170
1876,19.0,128180
1877,17.9,128191
1878,19.7,128194
1879,19.1,128203
1880,19.6,128207
1881,19.4,128213
1882,18.9,128219
1883,18.9,128230
1884,17.2,128253
1885,18.8,128265
1886,18.8,128277
1887,19.3,128284
1888,19.7,128287
1889,17.7,128305
1890,19.6,128309
1891,19.4,128315
1892,18.9,128321
1893,17.9,128332
1894,18.4,128348
1895,19.2,128356
1896,18.8,128368
1897,18.9,128379
1898,19.7,128382
1899,18.5,128392
1900,18.8,128399
1901,19.2,128407
1902,19.3,128414
1903,19.1,128423
1904,18.4,128439
1905,19.0,128449
1906,18.4,128460
1907,19.3,128467
1908,19.6,128471
1909,18.7,128484
1910,19.6,128488
1911,19.4,128494
1912,18.5,128509
1913,19.1,128518
1914,17.4,128539
1915,19.2,128547
1916,18.6,128561
1917,19.1,128570
1918,19.7,128573
1919,19.1,128582
1920,15.8,128614
1921,19.4,128620
1922,19.5,128625
1923,18.9,128636
1924,18.2,128654
1925,18.2,128672
1926,19.0,128682
1927,19.1,128691
1928,19.7,128694
1929,17.5,128714
1930,19.4,128720
1931,19.4,128726
1932,19.5,128731
1933,17.7,128744
1934,18.4,128760
1935,19.2,128768
1936,18.8,128780
1937,19.1,128789
1938,19.7,128792
1939,18.5,128802
1940,19.6,128806
1941,19.4,128812
1942,18.1,128826
1943,18.9,128837
1944,18.4,128853
1945,19.0,128863
1946,18.8,128875
1947,18.1,128889
1948,19.7,128892
1949,17.9,128903
1950,19.6,128907
1951,19.4,128913
1952,19.1,128922
1953,18.3,128934
1954,18.2,128952
1955,18.8,128964
1956,19.0,128974
1957,18.1,128988
1958,19.6,128992
1959,18.9,129003
1960,19.4,129009
1961,18.8,129021
1962,19.5,129026
1963,18.9,129037
1964,18.4,129053
1965,16.8,129075
1966,19.0,129085
1967,18.9,129096
1968,19.7,129099
1969,18.9,129110
1970,19.4,129116
1971,19.2,129124
1972,19.5,129129
1973,19.1,129138
1974,17.4,129159
1975,19.2,129167
1976,19.0,129177
1977,19.1,129186
1978,19.7,129189
1979,18.5,129204
1980,19.6,129208
1981,19.2,129216
1982,19.5,129221
1983,17.1,129235
1984,18.4,129251
1985,19.2,129259
1986,19.0,129269
1987,18.1,129283
1988,18.4,129289
1989,17.7,129307
1990,13.2,129345
1991,19.2,129353
1992,18.1,129367
1993,18.9,129378
1994,18.2,129396
1995,19.2,129404
1996,18.8,129416
1997,18.3,129428
1998,19.7,129431
1999,17.5,129446
2000,19.6,129450
2001,19.0,129460
2002,18.5,129470
2003,19.1,129479
2004,18.0,129499
2005,19.0,129509
2006,19.0,129519
2007,17.9,129530
2008,19.7,129533
2009,18.1,129552
2010,18.6,129561
2011,19.4,129567
2012,18.9,129573
2013,18.9,129584
2014,17.6,129603
2015,19.2,129611
2016,19.0,129621
2017,19.1,129630
2018,19.7,129633
2019,18.7,129646
2020,19.6,129650
2021,18.8,129662
2022,19.3,129669
2023,19.1,129678
2024,18.4,129694
2025,18.8,129706
2026,18.8,129718
2027,17.7,129731
2028,19.7,129734
2029,18.5,129749
2030,19.6,129753
2031,19.4,129759
2032,19.1,129768
2033,17.7,129781
2034,17.4,129807
2035,19.2,129815
2036,19.0,129825
2037,19.1,129834
2038,19.7,129837
2039,17.7,129855
2040,19.0,129860
2041,19.2,129868
2042,18.5,129878
2043,19.1,129887
2044,18.2,129905
2045,19.2,129913
2046,19.0,129923
2047,19.1,129932
2048,19.7,129935
2049,18.7,129948
2050,19.6,129952
2051,19.4,129958
2052,19.5,129963
2053,19.1,129972
2054,18.4,129988
2055,18.6,130002
2056,18.8,130014
2057,18.5,130024
2058,19.7,130027
2059,18.9,130038
2060,19.2,130046
2061,19.2,130054
2062,19.5,130059
2063,19.1,130068
2064,16.8,130095
2065,19.0,130105
2066,18.6,130119
2067,18.3,130131
2068,19.7,130134
2069,17.1,130153
2070,19.6,130157
2071,19.2,130165
2072,19.3,130172
2073,17.9,130183
2074,18.4,130199
2075,18.0,130219
2076,18.2,130237
2077,18.3,130249
2078,19.7,130252
2079,19.1,130261
2080,19.6,130265
2081,19.4,130271
2082,19.5,130276
2083,19.1,130285
2084,18.2,130303
2085,19.0,130313
2086,19.0,130323
2087,18.5,130333
2088,19.7,130336
2089,18.9,130347
2090,19.6,130351
2091,19.4,130357
2092,19.5,130362
2093,19.1,130371
2094,18.2,130389
2095,19.2,130397
2096,18.6,130411
2097,18.1,130425
2098,19.7,130428
2099,17.9,130449
2100,19.6,130453
2101,19.4,130459
2102,18.3,130466
2103,19.1,130475
2104,18.2,130493
2105,19.2,130501
2106,19.0,130511
2107,19.1,130520
2108,19.7,130523
2109,18.7,130536
2110,19.6,130540
2111,19.4,130546
2112,19.5,130551
2113,17.1,130565
2114,18.0,130585
2115,19.0,130595
2116,19.0,130605
2117,19.1,130614
2118,19.7,130617
2119,18.3,130629
2120,19.6,130633
2121,19.2,130641
2122,19.5,130646
2123,19.1,130655
2124,17.2,130678
2125,18.8,130690
2126,18.8,130702
2127,19.1,130711
2128,19.7,130714
2129,18.5,130729
2130,19.6,130733
2131,19.4,130739
2132,17.8,130751
2133,18.5,130761
2134,18.4,130777
2135,19.2,130785
2136,18.2,130803
2137,19.3,130810
2138,19.7,130813
2139,17.1,130832
2140,19.6,130836
2141,19.2,130844
2142,19.3,130851
2143,17.1,130865
2144,18.4,130881
2145,19.2,130889
2146,19.0,130899
2147,19.1,130908
2148,19.7,130911
2149,18.3,130928
2150,19.4,130934
2151,19.2,130942
2152,17.7,130965
2153,18.1,130979
2154,17.4,131000
2155,18.2,131018
2156,18.4,131034
2157,19.1,131043
2158,19.7,131046
2159,17.9,131057
2160,19.6,131061
2161,19.2,131069
2162,19.3,131076
2163,19.1,131085
2164,18.2,131103
2165,19.2,131111
2166,19.0,131121
2167,18.7,131134
2168,19.7,131137
2169,19.1,131146
2170,19.6,131150
2171,19.4,131156
2172,18.9,131162
2173,18.5,131172
2174,17.8,131189
2175,19.0,131199
2176,18.8,131211
2177,18.7,131224
2178,19.7,131227
2179,18.5,131237
2180,19.6,131241
2181,19.4,131247
2182,19.5,131252
2183,19.1,131261
2184,17.6,131280
2185,16.4,131306
2186,18.8,131318
2187,18.7,131326
2188,19.7,131329
2189,19.1,131338
2190,19.6,131342
2191,19.4,131348
2192,19.3,131355
2193,18.9,131366
2194,18.4,131382
2195,19.2,131390
2196,18.8,131402
2197,17.9,131413
2198,19.7,131416
2199,18.7,131429
2200,19.6,131433
2201,19.0,131443
2202,19.5,131448
2203,19.1,131457
2204,18.4,131473
2205,19.0,131483
2206,19.0,131493
2207,18.9,131504
2208,19.7,131507
2209,19.1,131516
2210,19.4,131522
2211,19.4,131528
2212,19.5,131533
2213,19.1,131542
2214,18.2,131560
2215,19.2,131568
2216,19.0,131578
2217,18.1,131592
2218,19.7,131595
2219,19.1,131604
2220,19.6,131608
2221,19.4,131614
2222,18.9,131620
2223,19.1,131629
2224,18.2,131647
2225,19.0,131657
2226,19.0,131667
2227,19.1,131676
2228,19.7,131679
2229,18.5,131689
2230,19.6,131693
2231,19.4,131699
2232,19.2,131707
2233,19.1,131716
2234,18.2,131734
2235,19.2,131742
2236,19.0,131752
2237,18.7,131760
2238,19.7,131763
2239,19.1,131772
2240,19.6,131776
2241,19.4,131782
2242,18.5,131797
2243,19.1,131806
2244,17.8,131823
2245,18.8,131835
2246,18.8,131847
2247,18.1,131856
2248,19.7,131859
2249,18.9,131870
2250,19.0,131875
2251,18.8,131887
2252,19.5,131892
2253,18.5,131902
2254,18.4,131918
2255,19.0,131928
2256,19.0,131938
2257,18.1,131947
2258,19.7,131950
2259,19.1,131959
2260,19.4,131965
2261,19.2,131973
2262,19.1,131982
2263,19.1,131991
2264,18.4,132007
2265,19.2,132015
2266,18.8,132027
2267,19.1,132036
2268,19.7,132039
2269,19.1,132048
2270,19.4,132054
2271,19.0,132064
2272,19.3,132071
2273,19.1,132080
2274,18.2,132098
2275,19.0,132108
2276,19.0,132118
2277,19.3,132125
2278,19.7,132128
2279,19.1,132137
2280,13.6,132176
2281,19.4,132182
2282,18.7,132190
2283,18.9,132201
2284,17.4,132227
2285,19.0,132237
2286,18.8,132249
2287,17.9,132260
2288,19.7,132263
2289,10.3,132310
2290,19.6,132314
2291,19.2,132322
2292,19.5,132327
2293,19.1,132336
2294,18.2,132354
2295,19.2,132362
2296,19.0,132372
2297,17.7,132385
2298,19.7,132388
2299,18.9,132399
2300,19.6,132403
2301,19.4,132409
2302,19.5,132414
2303,18.5,132424
2304,18.2,132442
2305,19.2,132450
2306,19.0,132460
2307,18.3,132472
2308,19.7,132475
2309,19.1,132484
2310,19.6,132488
2311,18.2,132496
2312,19.5,132501
2313,19.1,132510
2314,17.8,132532
2315,19.0,132542
2316,19.0,132552
2317,18.9,132563
2318,19.7,132566
2319,18.3,132583
2320,19.6,132587
2321,19.4,132593
2322,19.5,132598
2323,19.1,132607
2324,18.4,132623
2325,19.2,132631
2326,19.0,132641
2327,19.1,132650
2328,19.7,132653
2329,19.1,132662
2330,19.4,132668
2331,19.4,132674
2332,19.5,132679
2333,18.5,132689
2334,-5.0,132749
2335,18.8,132761
2336,19.0,132771
2337,19.1,132780
2338,19.7,132783
2339,18.9,132794
2340,19.6,132798
2341,19.4,132804
2342,18.9,132810
2343,19.1,132819
2344,18.2,132837
2345,19.2,132845
2346,19.0,132855
2347,19.3,132862
2348,19.7,132865
2349,18.9,132876
2350,19.6,132880
2351,19.4,132886
2352,19.1,132895
2353,18.5,132905
2354,17.8,132922
2355,19.2,132930
2356,19.0,132940
2357,18.9,132951
2358,19.7,132954
2359,19.1,132963
2360,19.6,132967
2361,18.8,132974
2362,19.3,132981
2363,19.1,132990
2364,17.8,133012
2365,19.2,133020
2366,18.6,133034
2367,19.1,133043
2368,19.7,133046
2369,9.5,133106
2370,19.6,133110
2371,19.4,133116
2372,19.3,133123
2373,19.1,133132
2374,18.0,133152
2375,19.0,133162
2376,19.0,133172
2377,19.3,133179
2378,19.7,133182
2379,19.1,133191
2380,19.6,133195
2381,19.4,133201
2382,19.5,133206
2383,19.1,133215
2384,16.4,133241
2385,18.6,133250
2386,19.0,133260
2387,18.9,133271
2388,19.7,133274
2389,18.5,133284
2390,19.0,133289
2391,19.4,133295
2392,19.5,133300
2393,19.1,133309
2394,17.6,133328
2395,19.2,133336
2396,18.0,133356
2397,19.1,133365
2398,19.7,133368
2399,19.1,133377
2400,19.6,133381
2401,19.2,133389
2402,19.3,133396
2403,19.1,133405
2404,17.4,133431
2405,19.2,133439
2406,18.8,133451
2407,18.7,133464
2408,19.7,133467
2409,18.9,133478
2410,14.6,133507
2411,19.4,133513
2412,19.5,133518
2413,18.9,133529
2414,17.8,133551
2415,19.0,133561
2416,19.0,133571
2417,18.5,133581
2418,19.7,133584
2419,19.1,133593
2420,18.0,133603
2421,18.6,133612
2422,19.5,133617
2423,19.1,133626
2424,17.9,133647
2425,18.8,133659
2426,19.0,133669
2427,18.9,133680
2428,19.7,133683
2429,18.9,133694
2430,19.0,133699
2431,18.8,133706
2432,18.6,133715
2433,19.1,133724
2434,17.2,133747
2435,18.6,133761
2436,19.0,133771
2437,18.9,133782
2438,19.7,133785
2439,19.1,133794
2440,19.6,133798
2441,19.4,133804
2442,18.9,133810
2443,19.1,133819
2444,18.3,133836
2445,19.2,133844
2446,18.6,133858
2447,19.1,133867
2448,19.7,133870
2449,18.9,133881
2450,19.6,133885
2451,19.2,133893
2452,19.3,133900
2453,18.5,133910
2454,17.8,133932
2455,19.2,133940
2456,18.8,133952
2457,18.7,133960
2458,19.7,133963
2459,19.1,133972
2460,19.6,133976
2461,19.4,133982
2462,19.5,133987
2463,19.1,133996
2464,17.4,134022
2465,19.2,134030
2466,18.6,134044
2467,18.9,134055
2468,19.6,134059
2469,19.1,134068
2470,19.6,134072
2471,19.4,134078
2472,19.3,134085
2473,18.3,134097
2474,17.8,134119
2475,19.2,134127
2476,18.8,134139
2477,18.9,134150
2478,19.7,134153
2479,18.9,134164
2480,19.6,134168
2481,18.8,134175
2482,18.9,134186
2483,19.1,134195
2484,17.6,134219
2485,18.0,134239
2486,19.0,134249
2487,18.7,134257
2488,19.7,134260
2489,18.3,134277
2490,19.6,134281
2491,19.2,134289
2492,19.5,134294
2493,19.1,134303
2494,18.0,134323
2495,18.8,134335
2496,-518.5,135335
2497,19.0,135345
2498,19.3,135352
2499,19.7,135355
2500,18.3,135367
2501,19.6,135371
2502,19.4,135377
2503,19.5,135382
2504,19.1,135391
2505,18.1,135410
2506,19.2,135418
2507,19.0,135428
2508,19.3,135435
2509,19.6,135439
2510,19.1,135448
2511,19.2,135456
2512,18.4,135467
2513,19.5,135472
2514,18.9,135483
2515,17.8,135505
2516,19.0,135515
2517,19.0,135525
2518,18.9,135536
2519,19.7,135539
2520,19.1,135548
2521,19.6,135552
2522,19.4,135558
2523,18.5,135568
2524,19.1,135577
2525,18.4,135593
2526,19.0,135603
2527,18.8,135615
2528,18.3,135627
2529,19.7,135630
2530,19.1,135639
2531,19.6,135643
2532,19.4,135649
2533,19.5,135654
2534,19.1,135663
2535,18.2,135681
2536,18.8,135693
2537,18.4,135709
2538,18.9,135720
2539,19.7,135723
2540,19.1,135732
2541,19.4,135738
2542,18.8,135745
2543,18.8,135757
2544,19.1,135766
2545,17.4,135787
2546,19.0,135797
2547,19.0,135807
2548,19.1,135816
2549,19.7,135819
2550,19.1,135828
2551,19.6,135832
2552,19.4,135838
2553,19.5,135843
2554,18.5,135853
2555,17.8,135875
2556,18.8,135887
2557,19.0,135897
2558,19.1,135906
2559,19.7,135909
2560,18.7,135922
2561,19.4,135928
2562,19.4,135934
2563,18.7,135942
2564,18.5,135952
2565,17.2,135975
2566,19.2,135983
2567,16.4,136014
2568,18.5,136024
2569,19.7,136027
2570,17.1,136051
2571,19.6,136055
2572,19.4,136061
2573,19.5,136066
2574,17.7,136079
2575,18.4,136095
2576,19.2,136103
2577,19.0,136113
2578,19.1,136122
2579,-271.0,137122
2580,19.7,137125
2581,19.1,137134
2582,19.6,137138
2583,19.4,137144
2584,19.5,137149
2585,19.1,137158
2586,17.4,137179
2587,18.8,137191
2588,19.0,137201
2589,17.9,137217
2590,19.7,137220
2591,19.1,137229
2592,19.6,137233
2593,19.4,137239
2594,19.5,137244
2595,19.1,137253
2596,18.2,137271
2597,19.2,137279
2598,18.8,137291
2599,18.3,137303
2600,19.7,137306
2601,19.1,137315
2602,19.4,137321
2603,19.4,137327
2604,18.9,137333
2605,19.1,137342
2606,18.4,137358
2607,19.2,137366
2608,19.0,137376
2609,19.3,137383
2610,19.7,137386
2611,7.9,137442
2612,19.6,137446
2613,19.4,137452
2614,19.5,137457
2615,-553.5,138457
2616,19.1,138466
2617,17.2,138489
2618,18.6,138503
2619,19.0,138513
2620,18.5,138523
2621,19.7,138526
2622,18.5,138536
2623,19.6,138540
2624,19.2,138548
2625,19.5,138553
2626,18.5,138563
2627,17.6,138587
2628,19.2,138595
2629,19.0,138605
2630,18.3,138617
2631,19.7,138620
2632,19.1,138629
2633,19.6,138633
2634,19.4,138639
2635,19.5,138644
2636,18.9,138655
2637,18.4,138671
2638,18.4,138687
2639,19.0,138697
2640,19.1,138706
2641,19.7,138709
2642,19.1,138718
2643,19.0,138723
2644,19.0,138733
2645,18.7,138741
2646,19.1,138750
2647,18.0,138770
2648,18.6,138784
2649,19.0,138794
2650,19.3,138801
2651,19.7,138804
2652,18.7,138817
2653,19.6,138821
2654,19.4,138827
2655,19.5,138832
2656,19.1,138841
2657,17.8,138858
2658,18.8,138870
2659,18.8,138882
2660,18.3,138894
2661,19.7,138897
2662,19.1,138906
2663,19.6,138910
2664,18.8,138917
2665,19.3,138924
2666,19.1,138933
2667,17.8,138950
2668,18.2,138968
2669,19.0,138978
2670,19.1,138987
2671,19.7,138990
2672,19.1,138999
2673,19.6,139003
2674,19.4,139009
2675,19.5,139014
2676,18.5,139024
2677,17.0,139049
2678,18.8,139061
2679,18.8,139073
2680,19.3,139080
2681,19.7,139083
2682,19.1,139092
2683,19.4,139098
2684,19.2,139106
2685,18.9,139112
2686,19.1,139121
2687,17.8,139143
2688,19.2,139151
2689,18.6,139165
2690,19.3,139172
2691,19.7,139175
2692,18.9,139186
2693,19.4,139192
2694,19.4,139198
2695,19.5,139203
2696,19.1,139212
2697,18.0,139232
2698,18.8,139244
2699,19.0,139254
2700,19.1,139263
2701,19.7,139266
2702,19.1,139275
2703,19.6,139279
2704,18.8,139286
2705,19.3,139293
2706,18.5,139303
2707,18.2,139321
2708,19.0,139331
2709,18.8,139343
2710,18.3,139355
2711,19.7,139358
2712,18.5,139368
2713,19.6,139372
2714,19.2,139380
2715,19.3,139387
2716,19.1,139396
2717,17.4,139422
2718,18.8,139434
2719,19.0,139444
2720,19.1,139453
2721,19.6,139457
2722,14.1,139496
